region,year,month,profit
West,2016,11,49.2723
East,2018,12,33.9388
East,2018,12,0
East,2018,12,9.3312
East,2018,12,8.2992
Central,2015,3,10.7424
West,2015,4,5.5755
Central,2016,10,-7.764
East,2016,8,16.2864
East,2017,8,8.0997
West,2015,12,5.4332
East,2017,12,51.75
East,2017,12,44.9925
Central,2017,4,64.674
East,2015,6,357.1911
East,2015,6,1.0904
South,2018,1,7.3386
South,2018,1,0.693
West,2015,11,4.2336
West,2015,11,9.7176
West,2015,11,12.4416
West,2015,11,53.3466
West,2018,2,22.1184
West,2018,2,66.7152
West,2018,2,89.2224
West,2018,2,109.7208
West,2018,2,11.3288
South,2016,9,5.4432
South,2016,9,2.5532
South,2016,9,2.1588
South,2016,9,-2.0988
Central,2017,4,64.7892
Central,2017,4,-4.1136
Central,2017,4,-1850.9464
West,2017,7,40.8006
West,2017,7,-1.4352
West,2017,7,10.6794
West,2017,7,0
West,2017,7,-33.804
South,2018,8,16.9975
East,2017,7,3.363
East,2017,7,3.2004
East,2017,7,6.8943
East,2017,7,10.465
East,2017,7,2.8836
East,2017,7,21.7176
East,2018,9,-48.4704
East,2018,9,-2.3276
East,2018,9,-3.6024
East,2018,9,1.5768
East,2018,9,28.764
East,2018,9,1.7024
East,2018,9,64.674
East,2018,9,-386.3916
West,2015,7,44.955
West,2015,7,28.7928
East,2017,12,20.4822
East,2017,12,34.386
East,2017,12,0.6048
East,2017,12,19.8744
East,2017,12,3.6588
East,2017,12,11.6316
West,2018,11,7.4872
West,2018,11,2.9682
West,2018,11,1.7608
East,2016,10,0.7228
East,2016,10,35.982
East,2017,5,69.999
South,2017,10,13.7862
South,2017,10,-29.94
South,2017,10,0
South,2017,10,41.262
West,2015,8,5.434
West,2015,8,10.6522
West,2015,8,10.7912
East,2017,8,5.5
East,2017,2,124.485
East,2017,2,3.5752
South,2018,5,23.8581
West,2015,12,95.586
West,2015,12,135.4068
West,2015,12,11.9988
East,2018,12,17.469
East,2018,12,139.5702
East,2018,12,511.368
East,2018,12,1.376
Central,2016,7,285.9896
East,2018,3,0.5904
East,2018,3,-8.379
East,2018,3,0.5022
East,2018,3,11.5164
South,2017,12,-20.4468
South,2017,12,-47.2542
South,2017,12,76.704
South,2018,10,107.985
South,2017,10,-14.0928
East,2018,7,6.3336
Central,2017,10,18.873
Central,2017,10,10.881
West,2018,9,1.7739
West,2015,12,41.4294
West,2015,12,18.267
West,2018,9,3.666
South,2018,6,5.616
Central,2017,4,-12.792
Central,2017,4,-126.8592
Central,2017,4,-67.272
Central,2017,5,3.6288
Central,2017,5,-88.784
Central,2017,5,5.2026
Central,2017,5,-7.1991
Central,2017,5,5.397
South,2015,9,12.8583
South,2015,9,30.1968
Central,2017,9,80.736
South,2018,4,4.914
South,2018,4,-13.363
South,2018,4,88.074
Central,2016,12,-4.851
East,2017,6,1.043
East,2016,7,4.4892
East,2017,11,11.1664
East,2017,11,4.1148
East,2017,11,7.4952
West,2017,11,4.4604
West,2017,11,15.552
West,2016,8,9.2232
West,2016,8,52.532
West,2016,8,1.4784
West,2016,5,84.5728
West,2018,12,4.5188
West,2018,12,6.475
Central,2017,12,2.299
West,2016,10,7.0096
South,2017,12,166.1004
South,2017,12,83.0502
South,2016,9,4.3372
South,2018,7,5.5177
South,2018,7,77.7519
Central,2017,7,52.493
West,2017,6,22.4448
West,2017,6,6.4206
West,2017,6,5.6628
West,2017,6,9.7164
West,2017,6,-8.0784
East,2017,12,1.7343
East,2017,12,56.1752
East,2017,9,-13.3176
West,2017,12,18.6624
West,2017,12,62.5056
West,2017,12,28.965
East,2018,12,3.3725
South,2015,7,71.99
South,2015,7,-3.6288
East,2018,2,-4.1832
East,2018,2,35.694
South,2018,3,19.656
South,2018,10,3.5152
East,2015,9,12.4902
Central,2015,5,-30.555
East,2016,6,5.1072
East,2017,3,5.5566
West,2018,10,26.376
West,2017,5,16.302
East,2018,6,-0.6435
East,2018,6,2.401
Central,2015,2,-1.728
Central,2015,2,-13.93
West,2015,5,52.776
East,2017,5,0
West,2018,4,6.5286
East,2018,3,8.0406
East,2018,3,176.1708
East,2018,3,36.0192
South,2018,1,-27.828
South,2018,1,-12.528
South,2018,1,-21.1596
East,2016,5,14.346
East,2016,5,6.003
Central,2015,3,36.5742
Central,2015,3,23.59
Central,2015,3,5.7072
Central,2015,3,25.098
Central,2015,3,17.2224
Central,2015,10,-70.1043
South,2017,3,7.85
West,2018,5,20.6955
West,2018,5,8.4528
West,2018,5,11.2839
Central,2015,7,-44.1552
Central,2015,7,-35.178
South,2017,5,36.4044
Central,2018,4,-1.4413
West,2015,9,0
East,2018,10,9.2442
West,2016,9,23.0965
East,2018,10,7.4
East,2018,10,-56.7556
West,2018,11,-25.592
West,2018,11,-63.996
West,2018,11,-35.9928
West,2018,11,15.1188
West,2018,11,-146.1096
West,2018,7,62.737
West,2016,12,-786.744
West,2016,12,1.5795
East,2018,3,4.908
West,2015,4,14.8
West,2015,4,5.5536
West,2016,9,118.6575
West,2015,8,305.13
West,2015,8,219.4416
West,2015,8,4.264
West,2015,8,34.9965
West,2015,8,7.945
West,2015,8,4.7792
Central,2017,9,-90.2484
South,2017,2,1.6196
South,2017,2,170.9316
South,2017,2,0.189
South,2017,2,7.1592
South,2017,2,52.7956
South,2017,2,78.9412
South,2017,2,28.3095
South,2017,2,126.0558
South,2017,2,60.2553
South,2017,2,1.5444
South,2018,7,1.5522
Central,2018,10,-430.617
Central,2018,10,-42.6528
East,2017,11,6.0256
East,2017,11,5.6644
East,2017,11,11.492
East,2017,11,3.1104
South,2017,11,6.104
South,2017,11,118.3413
East,2017,4,-58.1332
East,2017,4,146.79
East,2015,4,-2.1896
East,2015,4,-36.1116
East,2015,4,21.897
East,2017,9,19.6248
East,2017,9,9.995
West,2017,9,-204.4458
Central,2018,11,8.88
East,2017,7,72.5344
East,2017,7,14.8752
East,2015,6,108.7996
West,2018,1,26.3967
West,2018,1,12.8316
Central,2016,9,118.293
Central,2016,9,32.13
Central,2016,9,-1.4784
West,2016,9,31.2736
West,2016,9,-48.392
West,2016,9,14.4096
West,2016,9,-59.0571
West,2016,9,-1.4988
West,2016,9,-86.3664
West,2016,10,3.2832
West,2016,10,7.08
West,2016,10,9.3125
West,2016,10,196.6132
East,2018,11,-40.4712
South,2015,12,74.8524
South,2015,12,1.9629
South,2015,12,163.7874
West,2017,12,15.594
East,2018,6,10.8864
East,2018,6,0.5904
Central,2016,10,42.8805
Central,2016,10,-350.49
East,2018,4,13.365
East,2018,4,17.982
West,2018,12,11.46
South,2018,8,6.3296
West,2016,10,17.428
Central,2017,5,148.4946
Central,2018,6,-39.1248
Central,2018,6,-87.3418
Central,2018,6,5.998
East,2015,4,-1.7514
West,2016,5,11.094
West,2016,7,-1.35
South,2017,11,34.7802
South,2017,11,45.84
South,2017,11,16.875
South,2017,11,1459.2
South,2018,6,41.952
South,2018,6,67.941
East,2016,8,23.49
Central,2017,9,5.1792
East,2015,5,9.8856
West,2016,12,19.3984
East,2017,3,-31.3722
Central,2017,8,43.9956
Central,2017,8,-29.2776
East,2017,12,1.8032
West,2015,8,-3.0344
West,2015,8,-10.7973
South,2016,5,31.996
Central,2018,12,226.9644
Central,2018,12,19.5238
Central,2018,12,6.2208
East,2016,9,0.5992
West,2018,7,4.0749
Central,2016,12,-4.0128
East,2017,11,5.0112
East,2017,11,6.4206
East,2018,3,13.2986
South,2017,11,5.8653
West,2018,11,2.3976
West,2017,12,12.4416
West,2017,12,19.8254
West,2017,12,8.8062
South,2018,8,1.7024
South,2018,8,1.07
West,2017,10,30.09
East,2015,11,1.316
West,2016,11,106.1242
West,2016,11,37.7874
West,2018,9,6.3504
West,2016,11,16.614
East,2015,11,1.764
East,2018,4,28.332
East,2018,11,2.8812
East,2018,11,173.7408
West,2018,10,3.6632
South,2015,12,11.214
Central,2018,9,3.185
Central,2018,9,-0.2098
Central,2018,9,3.772
West,2017,10,6.583
Central,2018,11,5.8203
Central,2018,11,69.705
Central,2018,11,-47.2542
West,2017,11,3.352
West,2017,11,3.0814
West,2016,8,3.36
West,2016,8,-175.8708
East,2018,12,5.5875
South,2017,9,190.08
Central,2018,12,15.525
West,2018,9,3.0096
West,2018,6,111.824
West,2018,6,11.8206
Central,2018,8,12.504
Central,2018,8,-33.139
Central,2018,8,-11.4648
East,2018,12,-9.098
West,2018,12,116.872
West,2015,2,27.248
East,2018,12,3.1104
West,2015,2,4.3134
East,2015,7,174.9975
West,2018,2,7.7343
Central,2018,4,2.065
West,2016,12,48.9516
West,2016,12,6.723
West,2016,12,61.96
West,2016,12,-58.6872
West,2016,12,9.7092
East,2017,7,0.364
East,2017,7,3.3488
East,2016,11,0.5236
East,2016,11,3.431
South,2016,3,23.235
West,2018,8,0.8058
West,2018,8,2.7222
East,2017,12,0
West,2018,2,16.7986
East,2017,10,0.4074
East,2017,10,3.0342
East,2018,9,11.5971
East,2018,9,6.512
East,2018,9,203.5644
East,2018,9,116.3904
East,2015,3,2.288
East,2015,3,1.7004
West,2015,2,29.0136
West,2015,2,16.0928
East,2015,12,196.686
Central,2016,11,117.432
Central,2016,11,-40.6504
Central,2016,11,2.3674
Central,2018,11,-24.7086
West,2017,6,54.8604
Central,2015,5,10.3488
South,2018,10,57.385
West,2016,2,1.5312
East,2018,9,39.5428
East,2017,5,3.504
East,2017,5,9.92
West,2016,3,44.7096
West,2017,4,12.8151
West,2015,4,9.072
West,2018,9,0.7228
East,2018,6,-295.9785
East,2016,11,4.1151
South,2015,3,17.745
West,2016,3,39.6879
Central,2016,11,-0.2685
Central,2016,11,-13.6152
West,2018,6,60.2553
South,2018,11,3.7236
West,2015,11,-67.941
West,2015,11,10.4832
West,2015,11,6.2979
West,2015,11,23.84
Central,2015,12,-9.153
Central,2015,12,-21.808
Central,2017,4,2.3952
South,2017,5,2.4402
East,2017,2,49.5552
East,2016,8,89.3142
East,2016,8,-153.1224
East,2016,8,2.9372
East,2016,8,456.588
East,2016,8,18.3456
East,2016,8,2.9568
East,2016,8,274.386
East,2016,8,68.976
East,2016,8,5.0055
East,2016,8,34.692
South,2017,5,2.9592
Central,2017,4,5.8604
Central,2017,4,2.9145
West,2016,6,22.6764
West,2015,10,6.5856
Central,2016,3,-35.9058
East,2018,5,-2.0568
East,2018,10,175.136
Central,2018,11,5.28
Central,2018,11,0.5004
Central,2018,11,8.6744
Central,2018,11,-13.993
East,2017,5,42.392
South,2017,12,1.668
East,2018,11,45.2226
West,2017,4,12.987
West,2017,4,1.5288
West,2017,4,21.228
West,2017,4,1.971
West,2017,4,10.224
West,2017,4,3.2676
West,2015,5,27.3568
West,2015,5,20.1584
West,2015,5,31.494
West,2018,12,290.0058
East,2017,3,-13.6461
Central,2016,8,1.8
Central,2016,8,19.872
Central,2016,8,12.5118
East,2017,9,8.922
East,2017,9,3.0774
West,2018,7,99.23
West,2018,7,385.3752
West,2018,7,7.8192
West,2018,7,10.5
West,2016,12,84.495
West,2016,12,556.974
East,2016,11,141.2775
South,2016,9,155.25
East,2018,6,2.464
East,2018,6,-34.38
East,2017,5,88.0299
East,2017,5,3.7408
East,2017,5,3.6288
East,2017,5,1.57
East,2017,5,7.264
West,2015,11,5.4432
West,2015,11,-167.27
West,2015,11,-87.6672
East,2017,5,9.3312
East,2017,5,4.4344
East,2017,5,5.842
East,2017,5,17.3754
Central,2015,11,3.945
West,2016,3,349.3392
West,2016,3,1480.4671
West,2016,3,100.656
East,2016,11,-3.094
East,2016,11,-0.7128
East,2016,9,-100.92
East,2016,9,-9.1788
West,2015,8,53.8608
West,2015,8,6.4128
West,2018,11,45.8136
West,2018,11,54.3332
West,2018,11,1.4208
West,2018,11,2.9568
West,2018,11,9.594
Central,2015,5,10.7849
West,2018,1,10.0485
West,2018,10,27.735
West,2018,10,5.214
East,2018,4,-158.102
East,2018,4,-9.264
Central,2017,11,3.668
Central,2017,11,-7.4394
Central,2017,11,0.8688
Central,2017,11,-2.3748
Central,2017,11,23.235
Central,2017,11,1.5795
East,2016,1,-373.3048
Central,2018,10,5.2125
West,2017,3,19.3314
Central,2018,7,62.988
South,2016,12,96.3438
Central,2016,9,-10.4196
Central,2016,9,-10.2114
West,2017,5,26.07
West,2017,5,8.7906
East,2015,9,-14.5764
East,2015,9,4.3176
East,2015,9,8.4736
East,2015,9,-559.356
West,2017,9,9.1056
West,2017,11,6.2244
East,2018,4,12.41
East,2018,4,-0.99
East,2018,4,-5.7638
East,2018,12,3.6288
East,2018,12,23.316
East,2015,8,-227.4912
Central,2018,12,15.387
Central,2018,12,5.096
East,2017,3,6.2905
Central,2017,6,3.5742
East,2016,9,19.8276
East,2016,9,7.0854
East,2016,9,52.49
West,2016,12,31.0184
West,2016,12,10.3488
West,2015,6,113.4936
East,2016,7,4.2804
East,2016,7,321.84
East,2016,7,4.6812
West,2015,2,5.8045
West,2017,3,-7.1148
East,2016,11,-9.288
West,2018,10,20.6142
West,2018,10,16.704
West,2018,10,3.71
West,2018,10,-0.8999
West,2018,10,6.567
West,2018,10,510.636
Central,2016,1,5.0064
Central,2018,9,-566.5625
West,2018,10,-14.4784
East,2017,4,2.7956
East,2017,5,70.441
East,2017,5,0
East,2017,5,15.0864
East,2017,5,12.3256
East,2017,5,14.92
Central,2016,12,11.9988
Central,2016,12,51.1936
Central,2016,12,-71.8116
East,2016,12,43.4352
East,2016,12,0.444
East,2016,12,7.7728
East,2018,4,-69.89
South,2017,2,21
South,2017,2,3.6018
South,2015,9,31.2832
South,2015,9,3.7408
Central,2017,7,-33.804
Central,2017,7,17.352
South,2018,7,6.534
South,2018,7,1.375
South,2018,7,0.3822
West,2016,9,8.4888
West,2016,9,3.401
West,2016,9,46.602
West,2015,8,9.6048
East,2018,10,7.2576
East,2018,10,0.9856
East,2018,10,-2.5128
East,2018,10,-55.3
East,2015,6,4.9432
South,2017,8,-8.2368
South,2017,8,3.21
Central,2015,4,3.6288
Central,2015,4,0.546
Central,2016,11,-32.5226
West,2018,10,3.6894
West,2018,12,151.0974
West,2018,12,53.8608
West,2018,12,3.852
Central,2016,12,130.7581
Central,2016,12,150.36
Central,2016,7,-66.5088
Central,2015,5,7.6154
East,2015,1,4.884
West,2016,9,-4.8392
West,2016,9,9.7038
West,2016,9,-20.6964
South,2017,8,10.518
South,2017,8,1.8998
South,2017,8,46.116
South,2017,8,4.8118
South,2015,3,-5.8604
South,2015,3,-39.4565
Central,2018,3,-1.3952
Central,2018,3,-20.1663
Central,2017,11,-24.496
Central,2017,11,19.5
East,2015,4,9.387
East,2015,4,129.3786
East,2015,4,1.4952
East,2015,4,1.512
West,2016,11,180.7659
West,2016,11,6.615
East,2017,11,14.9925
East,2017,11,20.84
East,2016,7,3.0268
East,2016,7,59.0112
Central,2018,9,107.7216
Central,2018,9,9.816
Central,2018,9,15.5288
Central,2018,9,25.2213
Central,2016,2,64.7856
Central,2016,2,195.9944
Central,2016,2,26.5905
East,2015,9,24.47
Central,2015,12,673.8816
Central,2015,12,12.5928
Central,2015,12,6.0416
Central,2017,9,26.985
East,2018,8,16.5984
East,2018,8,100.9113
East,2018,8,11.565
West,2017,7,73.321
Central,2017,8,3.6296
Central,2017,8,17.5344
West,2017,11,1.5048
East,2018,9,-4.2987
East,2018,9,-1049.3406
East,2018,9,22.9954
West,2017,12,257.5944
West,2017,12,21.7728
West,2017,12,76.272
Central,2017,2,0.6993
Central,2017,10,-12.117
Central,2017,10,17.8152
South,2015,6,245.021
East,2018,11,28.13
East,2018,11,1.5714
West,2016,9,-8.5068
West,2016,6,3.4686
West,2016,6,3.0558
West,2016,12,4.5816
Central,2015,5,-166.32
Central,2015,5,-24.189
Central,2017,2,-225.5568
Central,2017,2,1.8312
Central,2017,2,-2.6982
Central,2017,2,1.8144
West,2017,12,-25.056
West,2017,12,3.108
West,2017,12,4.8416
South,2017,2,126.8973
South,2016,7,18.6624
East,2015,5,-168.9558
Central,2018,10,374.3792
Central,2018,10,62.9064
South,2016,11,25.875
Central,2018,8,-263.9967
Central,2018,8,12.7008
East,2015,6,6.206
South,2018,2,361.2994
South,2015,8,5.9211
South,2015,8,12.1352
South,2015,8,10.2245
South,2015,8,29.364
South,2017,7,39.4268
Central,2016,2,13.5324
Central,2016,2,-30.588
West,2018,7,11.7741
East,2018,1,19.2384
East,2018,1,15.8256
West,2018,9,27.1764
West,2018,9,2.245
Central,2016,7,9.7328
Central,2016,7,124.68
Central,2016,7,11.88
Central,2016,7,49.105
Central,2016,7,45.9754
Central,2016,7,38.178
West,2015,6,4.7916
Central,2018,5,-15.99
Central,2018,5,-53.072
East,2016,9,60.5528
East,2016,9,25.1225
East,2018,3,-28.9764
East,2018,3,33.5888
Central,2015,11,4.9632
West,2017,10,-465.568
West,2017,10,4.368
East,2018,11,-92.6955
West,2018,4,70.722
East,2016,6,10.8864
East,2016,6,-17.6076
West,2017,8,3.1104
West,2015,7,25.792
West,2015,7,50.098
West,2015,7,27.2848
West,2018,11,20.5842
East,2015,6,5.8812
East,2017,3,-22.098
Central,2018,3,47.0376
West,2018,12,-44.2764
West,2018,12,22.6782
South,2018,3,-48.1194
East,2016,3,14.67
East,2016,3,63.9345
Central,2018,7,49.761
East,2016,3,67.608
East,2017,11,78.6828
West,2017,4,10.4148
South,2015,5,2.3976
South,2015,5,-331.96
East,2015,10,13.7016
East,2015,10,-122.877
West,2015,3,4.752
West,2015,3,1.2506
South,2018,12,2.934
West,2017,11,7.745
South,2018,12,10.395
West,2016,12,152.495
Central,2018,10,843.1706
South,2015,8,10.8054
South,2015,8,-336.784
South,2015,8,-110.7645
South,2017,6,19.188
Central,2017,8,3.9906
West,2018,10,1.8144
West,2018,10,47.848
West,2018,10,6.745
Central,2018,10,9.0912
South,2017,5,-2.1648
South,2017,5,-21.6144
West,2016,2,41.076
East,2018,12,8.532
West,2017,11,40.7499
Central,2018,7,92.4399
South,2015,1,65.978
South,2018,4,1.6704
South,2018,4,4.8525
South,2018,4,3.8844
East,2016,11,3.3785
Central,2016,10,74.975
East,2018,8,302.373
East,2018,8,97.6524
East,2016,10,1.5008
Central,2017,7,107.955
Central,2017,7,3.5712
West,2018,12,41.823
West,2018,3,69.993
West,2017,6,19.9665
West,2018,11,31.0688
West,2018,3,3.1104
West,2018,3,1.8604
West,2018,3,49.4982
West,2017,11,23.7993
South,2018,8,23.3184
South,2018,8,7.392
West,2018,11,114.9385
West,2018,11,59.8176
West,2016,5,4.8609
West,2017,7,-13.312
West,2017,7,-1.2558
West,2017,7,-6.1152
West,2017,7,74.574
Central,2018,8,17.76
Central,2018,8,2.401
Central,2018,8,-5.184
Central,2017,6,26.3912
Central,2017,6,3.6288
East,2018,9,6.468
East,2018,9,3.462
East,2018,9,-93.3262
East,2018,9,3.7642
East,2018,9,8.9208
East,2018,9,57.4113
East,2018,9,9.072
East,2018,9,213.735
East,2018,9,2.214
East,2018,9,38.08
East,2018,9,40.3128
East,2018,9,7.704
Central,2018,9,7.776
Central,2018,9,14.6157
Central,2018,9,53.433
Central,2018,9,6.768
Central,2018,9,6.5808
Central,2018,9,11.703
Central,2018,9,17.1774
Central,2018,9,7.254
East,2018,12,78.9516
East,2018,12,20.155
East,2018,12,79.8912
Central,2018,9,102.186
Central,2018,5,0.6408
Central,2018,5,76.6395
Central,2015,12,-8.6768
Central,2015,12,0.4706
Central,2015,12,-2.1885
South,2015,10,11.0388
South,2015,10,362.687
South,2015,10,70.9644
West,2016,5,0.5904
West,2017,4,105.0228
West,2017,4,4.2976
South,2016,12,1.8048
Central,2015,12,134.3888
West,2015,11,93.0552
West,2015,11,10.5072
West,2015,11,12.3096
East,2017,7,191.9968
Central,2016,11,7.9212
Central,2016,11,215.1198
Central,2016,11,12.3234
Central,2016,11,8.4966
East,2018,2,-3.7996
West,2018,6,26.64
West,2018,6,0.7348
West,2018,6,-2.1195
Central,2018,12,-766.012
Central,2018,12,-3.7196
South,2015,2,7.2
South,2015,2,42.0186
South,2015,2,42.0355
West,2018,4,21.9945
West,2018,4,14.2324
South,2018,12,9.594
South,2018,12,76.1125
Central,2018,4,-17.046
Central,2015,12,11.5752
Central,2015,12,16.1602
Central,2018,8,-36.6744
South,2015,11,0.4752
South,2015,11,29.1424
South,2015,11,7.78
Central,2016,12,35.9964
Central,2016,12,4.6344
South,2017,9,84.2352
South,2017,9,6.0168
South,2017,9,117.0104
West,2016,3,6.3684
West,2016,3,6.8714
West,2016,3,8.6736
West,2016,3,19.6686
East,2017,9,481.869
East,2017,9,7.668
East,2017,9,23.7744
East,2017,9,244.2496
West,2018,8,77.714
West,2016,3,39.7488
West,2017,9,11.5584
West,2017,9,23.4976
East,2016,11,6.9231
East,2016,11,25.176
East,2016,11,30.52
East,2016,11,5.1465
Central,2017,12,3.2872
Central,2017,12,0.8162
Central,2018,9,3.8822
Central,2018,9,51.2943
West,2016,1,13.9392
West,2016,1,6.8714
West,2016,6,4.3326
West,2016,6,-3.3264
West,2016,6,-6.104
West,2016,6,20.724
West,2016,10,20.1264
East,2018,11,7.7728
Central,2015,8,5.4432
East,2017,7,45.5392
East,2017,7,280.59
East,2017,7,26.6304
East,2016,7,36.225
East,2016,7,-2.0016
East,2016,7,-4.752
East,2016,7,-73.176
East,2016,7,0.834
East,2016,7,3.4848
Central,2017,12,5.193
Central,2018,12,63.984
Central,2018,12,412.5394
Central,2018,12,30.5964
Central,2018,12,70.006
West,2015,10,5.2164
West,2015,10,20.878
West,2015,10,5.3892
West,2015,10,30.4278
West,2015,10,6.03
West,2015,10,12.1692
West,2015,10,-9.147
West,2015,10,47.8629
West,2015,10,3.717
West,2016,4,69.986
West,2016,4,-97.7394
East,2017,7,-1.294
West,2018,11,-46.137
West,2017,11,2.5592
West,2018,11,13.7931
West,2018,11,66.6351
West,2015,12,28.518
East,2018,9,19.95
East,2018,9,26.3494
East,2018,9,45.528
West,2016,12,37.1812
West,2016,12,11.1984
West,2016,12,1.7352
West,2018,2,16.848
Central,2015,11,8.88
East,2017,6,56.1752
East,2017,6,8.6715
East,2017,6,38.988
East,2017,6,68.9631
East,2017,6,1.4652
West,2016,10,2.6496
East,2018,7,13.0095
East,2018,7,-48.7839
Central,2015,11,81.583
West,2016,4,0.3864
South,2016,11,1.476
South,2017,5,240.5648
South,2017,5,25.7488
South,2017,5,2.1684
West,2018,9,2.355
West,2018,9,80.4839
West,2015,3,-15.9102
West,2015,3,9.3564
West,2015,7,-25.9136
East,2018,3,106.5216
East,2018,3,11.7
South,2015,9,5.4432
Central,2015,9,-1.4016
West,2016,10,9.3906
West,2016,10,124.485
West,2016,10,1.26
West,2016,10,8.027
West,2016,10,20.196
West,2016,10,8.019
West,2016,10,145.782
West,2016,10,12.6468
West,2016,10,20.0392
East,2016,10,-13.978
West,2017,9,73.5448
West,2018,4,2.376
West,2018,4,302.373
South,2018,1,-1.9656
West,2018,11,-2.6997
Central,2018,9,41.1332
Central,2018,9,13.3056
East,2018,12,35.3295
East,2018,12,9.4437
East,2015,6,1.0797
East,2016,10,6.4944
East,2016,10,7.2576
East,2015,5,9.3184
East,2015,5,11.9412
East,2015,5,60.1398
East,2016,11,9.039
East,2016,11,-122.3928
East,2016,11,-2.3814
East,2016,11,15.82
Central,2016,12,-11.439
Central,2016,12,-5.8496
East,2018,11,73.41
East,2015,6,50.4711
East,2015,6,4.4564
East,2015,6,-347.1174
East,2017,9,9.906
East,2017,9,-4.7976
East,2017,9,5.4236
East,2017,6,-18.0882
East,2017,6,-27.9312
East,2017,6,-50.8704
West,2015,12,4.331
East,2018,3,22.087
Central,2018,11,-53.2704
Central,2015,11,43.5981
East,2016,11,7.0218
East,2017,7,5.133
Central,2017,4,-10.1736
West,2017,7,10.74
Central,2015,6,0
Central,2015,6,9.7164
South,2018,10,2.0088
Central,2017,9,-14.9736
East,2017,5,29.769
West,2017,1,10.0282
West,2018,3,150.984
Central,2017,10,23.997
Central,2017,10,3.0044
Central,2017,10,-150.414
Central,2017,10,1.1904
Central,2017,10,-11.0005
East,2018,1,1.752
East,2018,1,-8.997
East,2018,1,-26.9955
Central,2018,11,-8.7232
West,2015,8,6.9132
Central,2017,7,-13.896
Central,2016,7,6.1792
West,2017,10,21.0128
West,2017,10,28.8576
West,2017,10,13.0375
West,2017,10,32.936
East,2017,5,30.8966
East,2017,5,22.2
East,2017,5,59.0352
East,2017,5,1159.9855
East,2017,5,21.9945
East,2017,5,28.0192
West,2018,8,18.5274
South,2017,7,7.25
Central,2018,8,35.04
Central,2018,8,25.473
